"k","statistic","p_value","traits","mode"
12,0.708283847480004,0.002,"Frontal foramen; Trochlear spur; Multiple infraorbital foramina; Transv. zygomatic suture traces (+5mm); Pterion form X-shaped; Epipteric bone; Parietal foramen; Interparietal process; Posterior condylar foramen; Foramen spinosum open; Pterygospinous foramen; Transverse palatine suture concave","core only (fixed set)"
